,Country,Region,Happiness Rank,Happiness Score,pca_component_1,pca_component_2,pca_component_3,cluster
52,Japan,Eastern Asia,53,5.921,-1.9221778828684066,-0.8527394738977769,-1.202984318211863,1
53,Kazakhstan,Central and Eastern Europe,54,5.919,-0.5879982038495909,-0.8874235429212914,0.1178435255136039,1
54,Moldova,Central and Eastern Europe,55,5.897,0.8970687190956407,-1.332341081903049,1.5727374082306633,1
55,Russia,Central and Eastern Europe,56,5.856,-0.22715661935392942,-2.1061783461968435,0.01584193792237061,2
56,Poland,Central and Eastern Europe,57,5.835,-0.932033921076517,-1.0717767632013924,-0.5008552956236584,1
57,South Korea,Eastern Asia,57,5.835,-0.49332285895887235,-1.4134432652193762,-0.7001703923638375,2
58,Bolivia,Latin America and Caribbean,59,5.822,0.03180581750075973,-0.16605609042263114,1.2896034270355856,1
59,Lithuania,Central and Eastern Europe,60,5.813,0.03038505076025261,-2.646895298478864,-0.28182827421985696,2
60,Belarus,Central and Eastern Europe,61,5.802,-0.5897459771108188,-0.966404147667915,-0.18038587106831858,1
61,North Cyprus,Western Europe,62,5.771,-1.3082724074272933,-0.015197748400538717,-0.9325800154569829,1
62,Slovenia,Central and Eastern Europe,63,5.768,-1.4685676002589347,-0.34627275160907245,-1.1945567527119225,1
63,Peru,Latin America and Caribbean,64,5.743,0.05150615293399461,-1.139698271217754,0.49220178571288353,1
64,Turkmenistan,Central and Eastern Europe,65,5.658,-0.7323018894501322,0.4365293250260374,0.004280983453123407,1
65,Mauritius,Sub-Saharan Africa,66,5.648,-0.5221125044626442,0.3326070114294918,-0.3576866182977083,1
66,Libya,Middle East and Northern Africa,67,5.615,-0.26552800412258487,-0.5831873417162307,0.06567677143817537,1
67,Latvia,Central and Eastern Europe,68,5.56,-0.27417514779365176,-1.066190551054853,-0.6511030231685595,2
68,Cyprus,Western Europe,69,5.546,-0.4480666760658918,-0.7195086029766281,-1.1277369119176717,2
69,Paraguay,Latin America and Caribbean,70,5.538,-0.594719451180684,-0.09721434503273103,-0.273341854920031,1
70,Romania,Central and Eastern Europe,71,5.528,0.10787450880758274,-1.3844159782957715,-0.16624790495282005,2
71,Estonia,Central and Eastern Europe,72,5.517,-1.1095262545515254,-0.7485107661943389,-1.0301397417595382,1
72,Jamaica,Latin America and Caribbean,73,5.51,-0.19034124273830214,-0.44720190213909944,-0.006832364253255463,1
73,Croatia,Central and Eastern Europe,74,5.488,0.4218015987503464,-1.2952268417853716,-0.2190327376745073,2
74,Hong Kong,Eastern Asia,75,5.458,-2.4525842214382685,1.5947254662216415,-2.558642774842326,3
75,Somalia,Sub-Saharan Africa,76,5.44,1.5803493788535299,1.9784186206896577,4.073946443517777,0
76,Kosovo,Central and Eastern Europe,77,5.401,1.0639826269687866,-0.7630464383428563,0.40577011119371076,2
77,Turkey,Middle East and Northern Africa,78,5.389,0.05347776167384057,-1.6089372819704546,-0.49057665313967913,2
78,Indonesia,Southeastern Asia,79,5.314,-0.009477391360210774,1.2585290111598706,-0.628047088201337,4
79,Jordan,Middle East and Northern Africa,80,5.303,-0.09742291991197494,-0.5937287195025737,-0.307493750355955,2
80,Azerbaijan,Central and Eastern Europe,81,5.291,0.0335203601350228,-0.8345184394542043,-0.12221192458843745,2
81,Philippines,Southeastern Asia,82,5.279,-0.1873244592435293,0.413546392580229,0.24051127237323056,1
82,China,Eastern Asia,83,5.245,-0.09100941593149721,-1.3692841794971187,-0.47652105458279964,2
83,Bhutan,Southern Asia,84,5.196,-0.4828904408835929,1.8140573287275308,-0.5892767429205951,4
84,Kyrgyzstan,Central and Eastern Europe,85,5.185,0.21813979596832656,0.6030375293118683,0.014804681139095157,4
85,Serbia,Central and Eastern Europe,86,5.177,0.6028826116457832,-1.1980150935097034,-0.6904595832881749,2
86,Bosnia and Herzegovina,Central and Eastern Europe,87,5.163,1.0526234370893417,-1.069720022745475,-0.4685505758208234,2
87,Montenegro,Central and Eastern Europe,88,5.161,0.514688574592454,-1.01346845976312,-0.6138825375827638,2
88,Dominican Republic,Latin America and Caribbean,89,5.155,-0.7385049046063894,0.2946733681089962,-0.9258634278230972,1
89,Morocco,Middle East and Northern Africa,90,5.151,1.3936803402740934,-1.479080739237734,0.9089793241734591,2
90,Hungary,Central and Eastern Europe,91,5.145,0.13744497441810333,-1.7086541694900095,-1.3147220760230378,2
91,Pakistan,Southern Asia,92,5.132,1.9995119229858243,0.06679268673358044,1.4469218884652615,0
92,Lebanon,Middle East and Northern Africa,93,5.129,0.28831927705905575,-0.818159452369082,-0.9785797795193791,2
93,Portugal,Western Europe,94,5.123,-0.7459242611552548,-1.0732704152039723,-1.7738183024968717,2
94,Macedonia,Central and Eastern Europe,95,5.121,0.25360088568289507,-0.5388146527736257,-0.7552350686105146,2
95,Vietnam,Southeastern Asia,96,5.061,-0.37308407837818286,0.651663359618887,-0.3400066082008299,4
96,Somaliland Region,Sub-Saharan Africa,97,5.057,0.32675746016016793,2.987598182797153,1.0871029185051495,4
97,Tunisia,Middle East and Northern Africa,98,5.045,1.2516055689188768,-1.5305701098051543,0.34245008385322423,2
98,Greece,Western Europe,99,5.033,0.6658897687399177,-2.653877405976751,-1.3200002443602703,2
99,Tajikistan,Central and Eastern Europe,100,4.996,0.48776972192607165,0.57907663360035,0.4796506962198638,4
100,Mongolia,Eastern Asia,101,4.907,-0.2212588872188543,0.2609670766986362,-1.5842886571148884,4
101,Laos,Southeastern Asia,102,4.876,0.27004845260925303,2.3049265007513577,0.29484605324135627,4
102,Nigeria,Sub-Saharan Africa,103,4.875,2.0774976836994576,-0.1768855021089016,1.186563608603902,0
103,Honduras,Latin America and Caribbean,104,4.871,0.8641502780415677,-0.5037769308375808,-0.19909973492205923,2
104,Iran,Middle East and Northern Africa,105,4.813,0.8580323679732637,0.264914795905764,-0.9848177606280701,4
105,Zambia,Sub-Saharan Africa,106,4.795,1.3163302190707398,0.3090573967564155,0.9784614581825394,0
106,Nepal,Southern Asia,107,4.793,0.9418592978288147,0.8979929265429227,0.22679638678449454,4
107,Palestinian Territories,Middle East and Northern Africa,108,4.754,1.2328404940011017,-1.0198332853303667,-0.07757568100336026,2
108,Albania,Central and Eastern Europe,109,4.655,0.6828524046498667,-0.5932580266159512,-0.9546042155736545,2
109,Bangladesh,Southern Asia,110,4.643,1.492473937213449,0.3218433143363633,0.8584208200692586,0
110,Sierra Leone,Sub-Saharan Africa,111,4.635,2.4298495741984176,0.40304355639928,1.766554044208519,0
111,Iraq,Middle East and Northern Africa,112,4.575,0.7823534873218788,-0.1403333536361334,-1.0467689730026406,2
112,Namibia,Sub-Saharan Africa,113,4.574,0.6564640946725627,-0.11460137444844898,-0.33187288368146445,2
113,Cameroon,Sub-Saharan Africa,114,4.513,1.7812369805976913,0.5653257899344075,0.9189887401584894,0
114,Ethiopia,Sub-Saharan Africa,115,4.508,1.7779306864502122,1.1994493073884258,1.196244476771693,0
115,South Africa,Sub-Saharan Africa,116,4.459,0.6398539224538893,0.03474083666092973,-0.9080620284805129,2
116,Sri Lanka,Southern Asia,117,4.415,-0.5233391017773176,1.8449672561168093,-2.3157971101105885,4
117,India,Southern Asia,118,4.404,1.4324377822935377,0.6170648955777716,0.03770340001877221,0
118,Myanmar,Southeastern Asia,119,4.395,0.34469342412237125,4.306436450269455,-0.759873229119342,4
119,Egypt,Middle East and Northern Africa,120,4.362,1.3921158486191167,-0.6876668288176934,-0.8590501334246048,2
120,Armenia,Central and Eastern Europe,121,4.36,1.4180374685660948,-1.4691324033997386,-1.0924589572546486,2
121,Kenya,Sub-Saharan Africa,122,4.356,1.094844195632214,1.4917291839916689,-0.3615256897861077,4
122,Ukraine,Central and Eastern Europe,123,4.324,0.8460493205039828,-0.9173790629642472,-1.994744675692142,2
123,Ghana,Sub-Saharan Africa,124,4.276,1.7210561837512448,0.3365959204427411,0.14541861021628183,0
124,Congo (Kinshasa),Sub-Saharan Africa,125,4.272,2.598376430640233,0.060260793118866306,1.0049819806319227,0
125,Georgia,Central and Eastern Europe,126,4.252,0.8934441083819902,0.4119155988858512,-0.4653492804997494,4
126,Congo (Brazzaville),Sub-Saharan Africa,127,4.236,1.6264001732209448,0.056236267160322984,-0.024683683809471262,0
127,Senegal,Sub-Saharan Africa,128,4.219,1.3203545499112301,0.265776067371993,-0.3251621274771517,0
128,Bulgaria,Central and Eastern Europe,129,4.217,0.4566109854099017,-1.1548197053583924,-2.6346825854311664,2
129,Mauritania,Sub-Saharan Africa,130,4.201,1.543627511005396,0.237276111446439,-0.6394315807106927,0
130,Zimbabwe,Sub-Saharan Africa,131,4.193,2.241792631783663,0.11221852636233627,0.5804720063902875,0
131,Malawi,Sub-Saharan Africa,132,4.156,2.6491911269977613,1.2793175219329371,1.6275281970621418,0
132,Sudan,Sub-Saharan Africa,133,4.139,2.1504411166455917,-0.7104444004892833,-0.6634350929193145,0
133,Gabon,Sub-Saharan Africa,134,4.121,1.0372198384777855,-0.6470595667564512,-1.602966118678142,2
134,Mali,Sub-Saharan Africa,135,4.073,1.8316282573234908,0.5857305334088654,0.1098147852960701,0
135,Haiti,Latin America and Caribbean,136,4.028,2.6105243384777945,1.6515845041764288,0.308515188226706,0
136,Botswana,Sub-Saharan Africa,137,3.974,0.3342776963031787,0.28904271140017385,-2.140583734230182,4
137,Comoros,Sub-Saharan Africa,138,3.956,2.255813950914621,0.32147810692871637,0.18609863171649643,0
138,Ivory Coast,Sub-Saharan Africa,139,3.916,1.8987472298952734,1.1753489133883297,0.15806677579854145,0
139,Cambodia,Southeastern Asia,140,3.907,0.729479162793427,2.2404153013622885,-1.0652626565704635,4
140,Angola,Sub-Saharan Africa,141,3.866,2.787164559732867,-0.807008639326019,-0.5778308289727793,0
141,Niger,Sub-Saharan Africa,142,3.856,1.9010910707124704,1.177989233136893,0.37517356833733134,0
142,South Sudan,Sub-Saharan Africa,143,3.832,3.0555007715700193,0.8076345370053954,0.7475581609548985,0
143,Chad,Sub-Saharan Africa,144,3.763,3.0342295398531567,-0.10752983006938661,0.16687245206425932,0
144,Burkina Faso,Sub-Saharan Africa,145,3.739,1.9916286903245655,1.0711392373043345,-0.2062005648884904,0
145,Uganda,Sub-Saharan Africa,145,3.739,1.4152839881932655,1.2128047394265646,-0.788159384588532,4
146,Yemen,Middle East and Northern Africa,147,3.724,2.385214492528723,-0.38626395680146747,-0.47996027773126587,0
147,Madagascar,Sub-Saharan Africa,148,3.695,2.6858672619164996,0.1049621384560023,-0.2068023030382732,0
148,Tanzania,Sub-Saharan Africa,149,3.666,1.4988618941920622,0.9813696875080918,-1.4036073457263645,4
149,Liberia,Sub-Saharan Africa,150,3.622,2.819781822236563,0.5955606098726458,0.28744344286136597,0
150,Guinea,Sub-Saharan Africa,151,3.607,2.6980430313842696,1.4220404150723467,0.3576403122340616,0
151,Rwanda,Sub-Saharan Africa,152,3.515,0.23545264831663257,3.406153369557879,-0.9371188494328908,4
152,Benin,Sub-Saharan Africa,153,3.484,2.833025135815194,0.9801345318160654,0.291478439264939,0
153,Afghanistan,Southern Asia,154,3.36,3.420778982807085,0.9983929743885235,0.002495679921006779,0
154,Togo,Sub-Saharan Africa,155,3.303,3.0999437083698282,1.018557704514534,0.37309734967250785,0
155,Syria,Middle East and Northern Africa,156,3.069,1.9124440721049933,1.9133117800398933,-2.8295875788016205,4
156,Burundi,Sub-Saharan Africa,157,2.905,4.025809639364044,0.4471046417029137,-0.08520074940344236,0
