,Country,Region,Happiness Rank,Happiness Score,pca_component_1,pca_component_2,pca_component_3,cluster
31,Brazil,Latin America and Caribbean,32,6.375599861,-0.5755077521472584,-0.6630895180280523,-1.1507538227177911,3
32,Slovenia,Central and Eastern Europe,33,6.363399982,-1.829757710797084,-0.6751690622756356,-0.0864848445835638,3
33,El Salvador,Latin America and Caribbean,34,6.34829998,-0.026769764385720624,-0.30327423154440647,-1.8261036778958941,3
34,Kosovo,Central and Eastern Europe,35,6.325200081,0.08402413286390893,0.7879466513984541,-1.3800773192784943,3
35,Panama,Latin America and Caribbean,36,6.304800034,-1.1517871707046794,-1.097563786186706,-0.6671087934674319,3
36,Slovakia,Central and Eastern Europe,37,6.280600071,-0.780438252633938,-1.5925390865313558,-0.5849504817951162,3
37,Uzbekistan,Commonwealth of Independent States,38,6.257599831,-1.3529298029852401,2.3748597684472923,-0.20650970031259233,4
38,Chile,Latin America and Caribbean,39,6.228499889,-0.6741981934718823,-1.0002079380123,-0.551549832869132,3
39,Bahrain,Middle East and North Africa,40,6.227300167,-1.5815905291662364,0.5841137280756672,0.37460920506939926,4
40,Lithuania,Central and Eastern Europe,41,6.215499878,-0.8362846852134979,-1.7336354404544951,-0.5746822917142427,3
41,Trinidad and Tobago,Latin America and Caribbean,42,6.191899776,-0.7088552387443289,-0.5015158575552111,-0.5322563893211364,3
42,Poland,Central and Eastern Europe,43,6.186299801,-1.3333499335801544,-0.9553493463458146,-0.3100542772151013,3
43,Colombia,Latin America and Caribbean,44,6.163400173,-0.5396381343817659,-1.1094512319801495,-0.9961647127846005,3
44,Cyprus,Western Europe,45,6.15899992,-0.9235392042738805,-0.4791538350277515,-0.038685113836212974,3
45,Nicaragua,Latin America and Caribbean,46,6.13710022,-0.44564294774739144,0.634469071388203,-0.9976813155121985,3
46,Romania,Central and Eastern Europe,47,6.123700142,-0.4209715592843237,-1.4612965976600352,-0.9945100059194458,3
47,Kuwait,Middle East and North Africa,48,6.102099895,-1.3215622007523984,-0.6833870423949224,0.126200927310812,3
48,Mauritius,Sub-Saharan Africa,49,6.101299763,-1.058596683231241,-0.22997419601110286,-0.21766572172952292,3
49,Kazakhstan,Commonwealth of Independent States,50,6.057899952,-0.8987000066252576,-0.6160236697927837,-0.17929432464441766,3
50,Estonia,Central and Eastern Europe,51,6.021800041,-1.747377864666586,-0.41545874110902914,0.4784456738387064,3
51,Philippines,Southeast Asia,52,6.006000042,-0.24172814929319872,0.05073074854043754,-1.1664103348655932,3
52,Hungary,Central and Eastern Europe,53,6.000400066,-0.5748230147312882,-1.9157032346857552,-0.35580565086054633,3
53,Thailand,Southeast Asia,54,5.998799801,-0.9147039217437103,1.020471347988159,0.2186792589959513,0
54,Argentina,Latin America and Caribbean,55,5.974699974,-0.8441647661081246,-1.366000931482517,-0.38319739608549985,3
55,Honduras,Latin America and Caribbean,56,5.953199863,-0.054334752385485297,0.6799290776561279,-0.9506924433357685,3
56,Latvia,Central and Eastern Europe,57,5.949999809,-0.4807830089924264,-1.7171249781078077,-0.26275891536895407,3
57,Ecuador,Latin America and Caribbean,58,5.925199986,-0.4919263585155083,-0.6109545151915012,-0.6755318403160064,3
58,Portugal,Western Europe,59,5.910900116,-1.3506976482403612,-1.6329818695396496,0.10899944368252205,3
59,Jamaica,Latin America and Caribbean,60,5.889800072,-0.4539456017756458,-0.9000543538939654,-0.6777237654212724,3
60,South Korea,East Asia,61,5.872399807,-0.488740983724254,-1.2250529808786594,0.2791077390011478,3
61,Japan,East Asia,62,5.870800018,-1.8129766170361519,-1.4827163167881525,0.760333033038558,3
62,Peru,Latin America and Caribbean,63,5.796800137,-0.25354862452480714,-1.16187755546494,-0.6116703171249911,3
63,Serbia,Central and Eastern Europe,64,5.77820015,-0.34523177736143046,-1.0282070201048479,-0.11286538669129882,3
64,Bolivia,Latin America and Caribbean,65,5.747499943,0.1502376105284355,-0.19235775137922695,-0.9976005104199057,3
65,Pakistan,South Asia,66,5.69329977,1.4807949687543878,0.6888324122912102,-1.6749832952531978,2
66,Paraguay,Latin America and Caribbean,67,5.692100048,-0.6616399569414286,-0.06786013552620768,0.07394604262601763,3
67,Dominican Republic,Latin America and Caribbean,68,5.689199924,-0.7689271133164134,-0.611769404685848,0.03939371263516886,3
68,Bosnia and Herzegovina,Central and Eastern Europe,69,5.674099922,0.3653594447580602,-0.5172219202797114,-0.186809304230356,1
69,Moldova,Commonwealth of Independent States,70,5.607500076,0.5665719149531554,-0.7250297656568025,-0.7393502483946817,3
70,Tajikistan,Commonwealth of Independent States,71,5.555699825,0.07320182597549167,0.6987916499153772,-0.5626939725118889,3
71,Montenegro,Central and Eastern Europe,72,5.54610014,-0.14606676334951635,-1.0914701821653385,0.26957140143402564,3
72,Russia,Commonwealth of Independent States,73,5.546000004,-0.29293274366563726,-1.4885648090114305,0.19508120750495062,3
73,Kyrgyzstan,Commonwealth of Independent States,74,5.541500092,0.022289431491492713,0.8682135943116184,-0.3244767406549545,0
74,Belarus,Commonwealth of Independent States,75,5.539899826,-0.39458170016700866,-1.1899246814238593,0.3848632921474572,3
75,North Cyprus,Western Europe,76,5.53550005,-1.4404789672375562,-0.11009989999935325,1.389691728330446,3
76,Greece,Western Europe,77,5.514999866,0.10249358286798234,-2.7958246723037106,0.02955168348489205,1
77,Hong Kong S.A.R. of China,East Asia,78,5.510399818,-2.333083915947711,0.7945733820997035,2.574109587741632,4
78,Croatia,Central and Eastern Europe,79,5.504700184,-0.46830902127806223,-1.6664637351018745,0.4794318231980053,3
79,Libya,Middle East and North Africa,80,5.488800049,-0.19094169969395244,-0.2702598547597187,0.1437540864413084,3
80,Mongolia,East Asia,81,5.456200123,0.08048369627451568,-0.26852845602062375,0.3556190534691486,1
81,Malaysia,Southeast Asia,82,5.384300232,-0.8641356927915667,0.3543907240603488,1.0957339685338372,0
82,Vietnam,Southeast Asia,83,5.353499889,-0.612917455152046,-0.18374738417769637,0.22676392893251548,3
83,Indonesia,Southeast Asia,84,5.285600185,-0.01470957549637869,2.450176866912219,1.0333646876488425,0
84,Ivory Coast,Sub-Saharan Africa,85,5.233300209,2.47023538421685,0.4312792597825863,-1.9483943158836905,2
85,Benin,Sub-Saharan Africa,86,5.21600008,3.014552391872106,1.1090451057975312,-2.476047119497216,2
86,Maldives,South Asia,87,5.197599888,-1.0760081092967384,-0.21848237808464457,1.434524097334657,3
87,Congo (Brazzaville),Sub-Saharan Africa,88,5.194399834,1.7626537146069334,-0.13545656788115235,-1.300294334024524,2
88,Azerbaijan,Commonwealth of Independent States,89,5.164800167,-0.5808535437458577,-0.7447269093769281,0.751333727200301,3
89,Macedonia,Central and Eastern Europe,90,5.159800053,0.0550710700948651,-0.7680381950971961,0.6189160278255714,1
90,Ghana,Sub-Saharan Africa,91,5.147999763,1.4049214397518104,0.758589020117697,-0.7287732121716599,2
91,Nepal,South Asia,92,5.137199879,0.6612288241346137,1.1530048710667604,-0.03171433092007747,0
92,Turkey,Middle East and North Africa,93,5.131800175,0.007544963356172297,-1.5903929478987118,0.8416119171290619,1
93,China,East Asia,94,5.123899937,-0.8118525049127099,-0.7511126645092637,0.90345205822663,3
94,Turkmenistan,Commonwealth of Independent States,95,5.119100094,-0.583191421386302,0.3477392120832268,1.470683681844372,0
95,Bulgaria,Central and Eastern Europe,96,5.101500034,-0.46497158689677787,-1.7202481478831129,1.0519482532080822,1
96,Morocco,Middle East and North Africa,97,5.094799995,1.147986612768853,-0.9354787122800001,-0.7967873340100274,1
97,Cameroon,Sub-Saharan Africa,98,5.084899902,2.0819463015008286,0.41850189803239,-1.3620967670258874,2
98,Venezuela,Latin America and Caribbean,99,5.053199768,0.37901631649951956,-1.6473573724001815,0.41006362803304575,1
99,Algeria,Middle East and North Africa,100,5.005099773,0.869734209479311,-1.5413347978725034,0.5405674275510609,1
100,Senegal,Sub-Saharan Africa,101,4.980800152,1.651500274199837,-0.15609169841453463,-0.7310980035251531,2
101,Guinea,Sub-Saharan Africa,102,4.949299812,2.383117489392122,1.0012333045627757,-1.237613586871849,2
102,Niger,Sub-Saharan Africa,103,4.909599781,2.701900213252294,1.2093391123127357,-1.8353937767981021,2
103,Laos,Southeast Asia,104,4.888599873,0.31017546931758744,1.5563536667262157,0.5766237675064637,0
104,Albania,Central and Eastern Europe,105,4.882699966,0.47073575957712455,-0.5141662481095691,0.5711542133222316,1
105,Cambodia,Southeast Asia,106,4.848400116,0.35607124695416814,0.8908276726297731,0.3104570818589095,0
106,Bangladesh,South Asia,107,4.832799911,0.407577889259316,0.8093483709589429,0.26828320156842944,0
107,Gabon,Sub-Saharan Africa,108,4.829299927,0.7482273996117641,-1.4978766451530643,0.338040343075671,1
108,South Africa,Sub-Saharan Africa,109,4.814099789,0.6275688556367626,-0.7634295304357238,0.4949484995970765,1
109,Iraq,Middle East and North Africa,110,4.784800053,1.0679170481568392,-0.8324588133935044,0.5094561734328259,1
110,Lebanon,Middle East and North Africa,111,4.771500111,0.7596364189296579,-1.5125461188842526,0.9407508543419048,1
111,Burkina Faso,Sub-Saharan Africa,112,4.768700123,2.35190607685934,0.4079605049608053,-1.0159331207858529,2
112,Gambia,Sub-Saharan Africa,113,4.750599861,2.0341935664703623,2.498057604494416,-0.2875965504862656,2
113,Mali,Sub-Saharan Africa,114,4.729300022,2.38769410058511,0.14016586058984087,-1.0784389109302652,2
114,Nigeria,Sub-Saharan Africa,115,4.724100113,1.952495363308648,0.43048969148683797,-0.4727850774934699,2
115,Armenia,Commonwealth of Independent States,116,4.676799774,0.43222201381396996,-0.9031541141118212,0.8897235246268537,1
116,Georgia,Commonwealth of Independent States,117,4.672599792,0.6060413797397403,-0.5225760020108934,0.4251230038114702,1
117,Iran,Middle East and North Africa,118,4.672399998,0.49440140566321095,0.2817059163363258,1.5083325461087569,0
118,Jordan,Middle East and North Africa,119,4.633399963,0.025428710311174166,-0.7811152879158954,1.1990390359431595,1
119,Mozambique,Sub-Saharan Africa,120,4.623600006,1.6861747122231971,1.4156069650270555,-0.5649024780289609,2
120,Kenya,Sub-Saharan Africa,121,4.583000183,1.2376800770353555,1.8471610165040837,0.5812710683023405,0
121,Namibia,Sub-Saharan Africa,122,4.571100235,0.732693518449362,-1.0912512960824385,0.6437837590376035,1
122,Ukraine,Commonwealth of Independent States,123,4.56069994,0.5223540352150114,-1.0744799187218783,1.277884236175166,1
123,Liberia,Sub-Saharan Africa,124,4.557899952,2.3363716265662733,0.6045173294816675,-0.7553944416017176,2
124,Palestinian Territories,Middle East and North Africa,125,4.552800179,1.1041960731058553,-1.2014594055246979,0.4705429101435903,1
125,Uganda,Sub-Saharan Africa,126,4.43200016,1.9044837758420978,0.7240573176624101,0.034564118845830424,2
126,Chad,Sub-Saharan Africa,127,4.422699928,3.451644607731059,0.46322997687023876,-1.193887853046684,2
127,Tunisia,Middle East and North Africa,128,4.392199993,1.1722360312294602,-1.8125072765829757,0.8698047555401901,1
128,Mauritania,Sub-Saharan Africa,129,4.374599934,1.8621437360189688,-0.7725532198489132,0.34278632203899606,1
129,Sri Lanka,South Asia,130,4.327000141,-0.32892443877882843,0.05036119779822811,2.3349246399903847,0
130,Congo (Kinshasa),Sub-Saharan Africa,131,4.31099987,2.8997793504985085,1.037551415019579,-0.772131964143309,2
131,Swaziland,Sub-Saharan Africa,132,4.308100224,1.6052483676534388,-0.8509974693188396,0.5164820441260748,1
132,Myanmar,Southeast Asia,133,4.308000088,0.10355987300270222,3.5223096972976577,2.4864733630897367,0
133,Comoros,Sub-Saharan Africa,134,4.288599968,2.721372852084463,0.430011034803,-0.04464010137506255,2
134,Togo,Sub-Saharan Africa,135,4.187200069,3.0640709867735727,0.6634652971315436,-0.619684967920412,2
135,Ethiopia,Sub-Saharan Africa,136,4.186200142,1.603683718459184,0.6399526360640975,0.6162602502706266,0
136,Madagascar,Sub-Saharan Africa,137,4.165599823,2.704860792178788,-0.1463424101262306,-0.09977485163023722,2
137,Egypt,Middle East and North Africa,138,4.151400089,0.8272979190714701,-1.1460628953040342,1.3929560509112193,1
138,Sierra Leone,Sub-Saharan Africa,139,3.926399946,2.9757397360494933,0.9303340091430288,-0.0929362230087144,2
139,Burundi,Sub-Saharan Africa,140,3.775300026,3.5992109386964777,1.1950658019010902,-0.5479286449900713,2
140,Zambia,Sub-Saharan Africa,141,3.759399891,1.5649902884625764,0.8493959788673477,1.4402500985671378,0
141,Haiti,Latin America and Caribbean,142,3.720799923,2.9575451839042404,2.2872547975554633,1.1521667054579852,2
142,Lesotho,Sub-Saharan Africa,143,3.652800083,2.2473635336793696,-0.46975926769459003,0.7503315662095125,1
143,India,South Asia,144,3.573299885,1.0665824078017148,0.9565274807329387,2.131535956780295,0
144,Malawi,Sub-Saharan Africa,145,3.538000107,2.4344096576047902,1.2007204945730119,0.7256464607460835,2
145,Yemen,Middle East and North Africa,146,3.527400017,1.8959602735726635,-1.0426207754323897,1.5051913443110745,1
146,Botswana,Sub-Saharan Africa,147,3.478899956,0.2851312453440232,-1.1980423637609952,2.7994963383411076,1
147,Tanzania,Sub-Saharan Africa,148,3.476200104,1.1784591298153073,1.5153907024303435,2.2390975767922763,0
148,Central African Republic,Sub-Saharan Africa,149,3.475899935,5.262140433249872,1.433666939272254,-1.3717952250081367,2
149,Rwanda,Sub-Saharan Africa,150,3.312299967,0.6729460076428914,2.8814063245836743,2.6321385871480394,0
150,Zimbabwe,Sub-Saharan Africa,151,3.299200058,1.7805856090747476,-0.25378546392212553,1.9290820844061887,1
151,South Sudan,Sub-Saharan Africa,152,2.816600084,3.9235161512041015,0.10939708261695089,1.4046517546961736,2
152,Afghanistan,South Asia,153,2.566900015,4.621556094068229,-0.9618873222563992,1.1453394429813204,2
