,Country,Region,Happiness Rank,Happiness Score,Dystopia Residual,Personal_sum,Country_sum,cluster
77,Kosovo,Central and Eastern Europe,78,5.278999805,2.010540724,2.630789935,0.637691007,4
78,China,Eastern Asia,79,5.272999763,1.764938593,2.9834187040000004,0.524388824,4
79,Pakistan,Southern Asia,80,5.269000053,2.79248929,1.801622004,0.675009348,0
80,Indonesia,Southeastern Asia,81,5.262000084,1.429476976,2.762329012,1.070345186,4
81,Venezuela,Latin America and Caribbean,82,5.25,1.789463758,3.176913023,0.283507876,4
82,Montenegro,Central and Eastern Europe,83,5.236999989,1.729191542,3.0269702080000003,0.481074273,4
83,Morocco,Middle East and Northern Africa,84,5.235000134,2.456189394,2.250689685,0.52813147,2
84,Azerbaijan,Central and Eastern Europe,85,5.234000206,1.762481689,2.8467777970000006,0.624412685,4
85,Dominican Republic,Latin America and Caribbean,86,5.230000019,1.31946516,3.056664288,0.853502937,4
86,Greece,Western Europe,87,5.227000237,1.749221563,3.339100957,0.139021028,4
87,Lebanon,Middle East and Northern Africa,88,5.224999905,1.695073843,2.9396928560000006,0.5904805739999999,4
88,Portugal,Western Europe,89,5.195000172,1.107682705,3.478061855,0.6094374650000001,4
89,Bosnia and Herzegovina,Central and Eastern Europe,90,5.18200016,1.892172575,2.756931663,0.533270672,4
90,Honduras,Latin America and Caribbean,91,5.181000233,2.065811157,2.4570875770000002,0.6576141870000001,4
91,Macedonia,Central and Eastern Europe,92,5.175000191,1.617469311,2.917419135,0.639944737,4
92,Somalia,Sub-Saharan Africa,93,5.151000023,3.11748457,0.857783673,1.176168591,0
93,Vietnam,Southeastern Asia,94,5.073999882,1.462318659,2.718207895,0.8936568790000001,4
94,Nigeria,Sub-Saharan Africa,95,5.073999882,2.365390539,2.056442469,0.6520213269999999,0
95,Tajikistan,Central and Eastern Europe,96,5.040999889,1.84904933,2.325412035,0.866941497,3
96,Bhutan,Southern Asia,97,5.011000156,1.140184402,2.721422195,1.148972616,4
97,Kyrgyzstan,Central and Eastern Europe,98,5.004000187,1.536723137,2.543916464,0.922962942,4
98,Nepal,Southern Asia,99,4.961999893,1.891241074,2.163234234,0.9073776600000001,3
99,Mongolia,Eastern Asia,100,4.954999924,1.111292362,3.0780305859999997,0.7655104879999999,4
100,South Africa,Sub-Saharan Africa,101,4.828999996,1.510908604,2.626567408,0.691118613,4
101,Tunisia,Middle East and Northern Africa,102,4.804999828,1.89025116,2.488829315,0.426097196,4
102,Palestinian Territories,Middle East and Northern Africa,103,4.775000095,1.878890276,2.437563361,0.45816683799999997,4
103,Egypt,Middle East and Northern Africa,104,4.735000134,1.702161074,2.507360458,0.525122963,4
104,Bulgaria,Central and Eastern Europe,105,4.714000225,0.996139288,3.304056226,0.413460943,4
105,Sierra Leone,Sub-Saharan Africa,106,4.709000111,2.668459892,1.358121728,0.6828337680000001,0
106,Cameroon,Sub-Saharan Africa,107,4.695000172,2.333645582,1.643215701,0.717993837,0
107,Iran,Middle East and Northern Africa,108,4.691999912,1.498734951,2.507757545,0.685326594,4
108,Albania,Central and Eastern Europe,109,4.644000053,1.490441561,2.531037748,0.6226757949999999,4
109,Bangladesh,Southern Asia,110,4.607999802,1.978736162,1.85505575,0.77432987,3
110,Namibia,Sub-Saharan Africa,111,4.573999882,1.481890202,2.401516944,0.6905842640000001,3
111,Kenya,Sub-Saharan Africa,112,4.552999973,1.651902199,1.938418538,0.9622653940000001,3
112,Mozambique,Sub-Saharan Africa,113,4.550000191,2.355650902,1.2116611,0.9824555819999999,0
113,Myanmar,Southeastern Asia,114,4.545000076,1.115290403,1.8878690599999999,1.541383401,3
114,Senegal,Sub-Saharan Africa,115,4.534999847,1.789646149,2.068363786,0.676851608,3
115,Zambia,Sub-Saharan Africa,116,4.513999939,1.826705456,1.897429973,0.7893971870000001,3
116,Iraq,Middle East and Northern Africa,117,4.497000217,1.318907261,2.582504153,0.595408552,4
117,Gabon,Sub-Saharan Africa,118,4.465000153,1.322916269,2.710409044,0.432160742,4
118,Ethiopia,Sub-Saharan Africa,119,4.460000038,2.015743732,1.557312757,0.886949196,0
119,Sri Lanka,Southern Asia,120,4.440000057,0.419389248,2.894957363,1.1257307829999998,4
120,Armenia,Central and Eastern Europe,121,4.375999928,1.521499157,2.545604885,0.308465781,4
121,India,Southern Asia,122,4.315000057,1.519117117,2.002021462,0.793752379,3
122,Mauritania,Sub-Saharan Africa,123,4.291999817,1.651637316,2.205837399,0.43492507199999997,3
123,Congo (Brazzaville),Sub-Saharan Africa,124,4.290999889,1.724135637,1.930966049,0.635496133,3
124,Georgia,Central and Eastern Europe,125,4.285999775,1.500137806,2.1707745789999997,0.615085486,3
125,Congo (Kinshasa),Sub-Saharan Africa,126,4.28000021,2.224958658,1.512532831,0.542658537,0
126,Mali,Sub-Saharan Africa,127,4.190000057,1.668190956,1.927019566,0.5949381890000001,3
127,Ivory Coast,Sub-Saharan Africa,128,4.179999828,1.844964266,1.556471121,0.779005438,0
128,Cambodia,Southeastern Asia,129,4.168000221,1.042941093,2.037786841,1.087404742,3
129,Sudan,Sub-Saharan Africa,130,4.138999939,1.68706584,2.164446086,0.287160826,3
130,Ghana,Sub-Saharan Africa,131,4.119999886,1.577867508,1.836527288,0.705286608,3
131,Ukraine,Central and Eastern Europe,132,4.096000195,0.814382315,2.865093469,0.41606571000000003,4
132,Uganda,Sub-Saharan Africa,133,4.080999851,1.526362658,1.72889106,0.826021731,3
133,Burkina Faso,Sub-Saharan Africa,134,4.032000065,1.727212906,1.609351978,0.695560642,3
134,Niger,Sub-Saharan Africa,135,4.027999878,1.873983383,1.423455343,0.730905488,0
135,Malawi,Sub-Saharan Africa,136,3.970000029,2.081786156,1.0611004519999998,0.8267967780000001,0
136,Chad,Sub-Saharan Africa,137,3.936000109,2.071238041,1.4330035740000002,0.43203775899999997,0
137,Zimbabwe,Sub-Saharan Africa,138,3.875,1.597970247,1.655706197,0.620903082,3
138,Lesotho,Sub-Saharan Africa,139,3.808000088,1.42983532,1.711116433,0.667253211,3
139,Angola,Sub-Saharan Africa,140,3.795000076,1.614482403,2.012708806,0.167646825,3
140,Afghanistan,Southern Asia,141,3.79399991,2.150801182,1.163767323,0.479208283,0
141,Botswana,Sub-Saharan Africa,142,3.766000032,0.377913713,2.685404658,0.70312798,4
142,Benin,Sub-Saharan Africa,143,3.657000065,1.885630965,1.076315463,0.694840252,0
143,Madagascar,Sub-Saharan Africa,144,3.644000053,1.584612608,1.5940523739999999,0.46516126999999996,3
144,Haiti,Latin America and Caribbean,145,3.602999926,1.697167635,1.286381215,0.6194457879999999,0
145,Yemen,Middle East and Northern Africa,146,3.592999935,1.345600605,1.83714661,0.410356354,3
146,South Sudan,Sub-Saharan Africa,147,3.59100008,1.879567385,1.162057758,0.549526766,0
147,Liberia,Sub-Saharan Africa,148,3.532999992,1.673285961,1.2210779269999998,0.638379316,0
148,Guinea,Sub-Saharan Africa,149,3.506999969,1.552311897,1.229923755,0.724340223,0
149,Togo,Sub-Saharan Africa,150,3.494999886,1.837229252,0.984432816,0.672987305,0
150,Rwanda,Sub-Saharan Africa,151,3.470999956,0.540061235,1.640877723,1.289819896,3
151,Syria,Middle East and Northern Africa,152,3.461999893,1.061573505,1.673789083,0.7265503040000001,3
152,Tanzania,Sub-Saharan Africa,153,3.348999977,0.621130466,1.917634963,0.810309247,3
153,Burundi,Sub-Saharan Africa,154,2.904999971,1.683024168,0.8730269449999999,0.348483883,0
154,Central African Republic,Sub-Saharan Africa,155,2.693000078,2.066004753,0.018772686,0.608283609,0
